國民中學校別資料																							
102 學年度 SY2013-2014																							
縣市代碼	縣市名稱	學校代碼	學校名稱	班級數	7年級	8年級	9年級	學生數	男學生	女學生	7年級男	7年級女	8年級男	8年級女	9年級男	9年級女	上學年畢業生	上學年男畢業生	上學年女畢業生	男專任教師	女專任教師	男職員	女職員
15	花蓮縣	154522	縣立自強國中	34	11	12	11	986	529	457	159	144	185	166	185	147	281	142	139	30	49	3	7
15	花蓮縣	154523	縣立化仁國中	16	5	6	5	442	254	188	79	58	98	78	77	52	146	83	63	16	24	3	5
16	澎湖縣	164501	縣立馬公國中	59	20	21	18	"1,616"	883	733	301	250	314	270	268	213	507	251	256	59	76	3	8
16	澎湖縣	164502	縣立中正國中	9	3	3	3	161	87	74	24	21	38	23	25	30	59	28	31	11	12	2	4
16	澎湖縣	164503	縣立澎南國中	6	2	2	2	107	59	48	20	15	17	18	22	15	39	23	16	10	7	1	3
16	澎湖縣	164504	縣立湖西國中	8	3	2	3	190	86	104	32	36	27	30	27	38	69	33	36	11	9	1	3
16	澎湖縣	164505	縣立志清國中	3	1	1	1	35	21	14	6	8	6	3	9	3	5	3	2	4	4	-	1
16	澎湖縣	164506	縣立鎮海國中	3	1	1	1	56	41	15	13	5	13	6	15	4	19	11	8	3	5	1	-
16	澎湖縣	164507	縣立白沙國中	3	1	1	1	56	23	33	5	9	9	11	9	13	23	10	13	4	5	-	1
16	澎湖縣	164508	縣立吉貝國中	3	1	1	1	34	26	8	9	-	9	4	8	4	19	6	13	6	3	-	1
16	澎湖縣	164509	縣立西嶼國中	7	3	2	2	159	81	78	35	32	24	22	22	24	67	34	33	8	9	2	2
16	澎湖縣	164510	縣立望安國中	3	1	1	1	16	5	11	2	2	2	4	1	5	5	2	3	3	5	2	-
16	澎湖縣	164511	縣立將澳國中	3	1	1	1	21	13	8	5	2	4	2	4	4	4	2	2	4	5	1	-
16	澎湖縣	164512	縣立七美國中	4	1	1	2	94	48	46	14	11	15	12	19	23	23	17	6	5	6	2	2
16	澎湖縣	164513	縣立文光國中	16	6	5	5	367	186	181	72	59	54	62	60	60	128	77	51	15	24	4	4
16	澎湖縣	164514	縣立鳥嶼國中	3	1	1	1	21	13	8	6	4	2	4	5	-	12	7	5	5	4	1	-
17	基隆市	171306	私立二信高中附設國中部	33	11	11	11	"1,718"	999	719	359	226	326	259	314	234	570	326	244	-	-	-	-
17	基隆市	171308	私立聖心高中附設國中部	9	3	4	2	242	134	108	43	40	65	39	26	29	74	47	27	-	-	-	-
17	基隆市	173304	市立中山高中附設國中部	34	11	12	11	950	479	471	140	163	167	165	172	143	337	154	183	-	-	-	-
17	基隆市	173306	市立安樂高中附設國中部	25	8	9	8	669	327	342	96	104	113	113	118	125	243	118	125	-	-	-	-
17	基隆市	173307	市立暖暖高中附設國中部	15	5	5	5	419	216	203	69	70	69	68	78	65	162	95	67	-	-	-	-
17	基隆市	173314	市立八斗高中附設國中部	20	7	7	6	564	301	263	111	73	101	103	89	87	159	78	81	-	-	-	-
17	基隆市	173501	市立明德國中	27	10	9	8	732	375	357	124	122	136	125	115	110	212	112	100	14	51	3	5
17	基隆市	173502	市立銘傳國中	48	16	16	16	"1,413"	741	672	235	222	254	220	252	230	476	249	227	44	72	4	7
17	基隆市	173503	市立信義國中	20	7	7	6	489	264	225	89	69	92	79	83	77	170	78	92	10	42	2	7
17	基隆市	173505	市立中正國中	39	12	13	14	"1,150"	577	573	173	157	190	208	214	208	396	197	199	25	63	3	10
17	基隆市	173508	市立南榮國中	9	3	3	3	243	130	113	47	37	46	40	37	36	87	52	35	11	13	3	5
17	基隆市	173509	市立成功國中	16	5	7	4	394	171	223	55	62	80	120	36	41	131	46	85	15	28	1	8
17	基隆市	173510	市立正濱國中	12	4	4	4	274	148	126	49	48	51	42	48	36	105	50	55	9	24	3	6
17	基隆市	173512	市立建德國中	54	17	19	18	"1,603"	828	775	266	222	282	284	280	269	564	263	301	36	87	5	8
17	基隆市	173513	市立百福國中	31	11	10	10	909	441	468	156	153	147	165	138	150	331	166	165	27	47	1	10
17	基隆市	173515	市立碇內國中	30	10	10	10	870	446	424	136	140	153	138	157	146	311	153	158	17	50	-	9
17	基隆市	173516	市立武崙國中	31	10	11	10	947	512	435	171	132	190	157	151	146	321	182	139	24	51	2	6
18	新竹市	180301	國立科學工業園區高中附設國中部	21	7	7	7	668	331	337	104	111	113	116	114	110	229	120	109	-	-	-	-
18	新竹市	181305	私立光復高中附設國中部	9	3	3	3	271	168	103	46	26	57	47	65	30	75	58	17	-	-	-	-
18	新竹市	181306	私立曙光女中附設國中部	20	7	7	6	863	396	467	150	161	142	159	104	147	226	102	124	-	-	-	-
18	新竹市	181307	私立磐石高中附設國中部	12	4	4	4	468	283	185	113	63	91	64	79	58	133	74	59	-	-	-	-
18	新竹市	181501	私立矽谷國中(小)	4	2	1	1	77	39	38	13	26	16	7	10	5	18	9	9	2	8	-	-
18	新竹市	183306	市立成德高中附設國中部	18	7	6	5	442	270	172	103	71	91	54	76	47	120	64	56	-	-	-	-
18	新竹市	183307	市立香山高中附設國中部	25	10	8	7	682	355	327	131	124	125	101	99	102	171	86	85	-	-	-	-
18	新竹市	183313	市立建功高中附設國中部	37	14	12	11	"1,094"	562	532	190	196	188	165	184	171	343	196	147	-	-	-	-
18	新竹市	183501	市立建華國中	30	12	9	9	776	361	415	148	149	105	143	108	123	206	89	117	13	62	1	9
18	新竹市	183502	市立培英國中	75	25	25	25	"2,350"	"1,254"	"1,096"	410	360	439	369	405	367	810	446	364	37	127	3	12
18	新竹市	183503	市立光華國中	77	26	26	25	"2,252"	"1,157"	"1,095"	372	360	391	373	394	362	776	394	382	41	136	1	15
18	新竹市	183504	市立育賢國中	36	13	12	11	907	443	464	163	157	140	173	140	134	257	126	131	21	76	2	6
18	新竹市	183505	市立光武國中	39	13	13	13	"1,231"	684	547	225	201	245	166	214	180	417	227	190	28	70	1	9
18	新竹市	183508	市立南華國中	15	5	5	5	380	203	177	79	60	59	62	65	55	114	66	48	7	29	1	6
18	新竹市	183509	市立富禮國中	8	3	2	3	185	91	94	36	32	24	28	31	34	57	34	23	7	15	1	6
18	新竹市	183510	市立三民國中	77	26	26	25	"2,301"	"1,194"	"1,107"	412	346	391	398	391	363	799	384	415	33	137	5	11
18	新竹市	183511	市立內湖國中	11	4	4	3	263	138	125	48	44	54	49	36	32	99	54	45	8	19	3	5
18	新竹市	183512	市立虎林國中	26	9	9	8	719	376	343	131	105	111	130	134	108	253	126	127	17	42	1	9
18	新竹市	183514	市立新科國中	22	8	8	6	615	326	289	115	114	111	103	100	72	190	85	105	13	38	3	4
18	新竹市	183515	市立竹光國中	30	10	10	10	902	452	450	151	163	157	149	144	138	331	175	156	13	55	-	9
19	臺中市	191301	私立東大附屬實驗高中附設國中部	21	7	7	7	"1,001"	504	497	168	169	160	168	176	160	315	174	141	-	-	-	-
19	臺中市	191302	私立葳格高中附設國中部	8	3	3	2	382	207	175	88	86	70	51	49	38	89	53	36	-	-	-	-
19	臺中市	191305	私立新民高中附設國中部	17	6	6	5	679	358	321	141	120	119	112	98	89	167	98	69	-	-	-	-
19	臺中市	191308	私立宜寧高中附設國中部	6	2	2	2	163	95	68	29	20	44	26	22	22	58	29	29	-	-	-	-
19	臺中市	191311	私立衛道高中附設國中部	45	15	15	15	"2,468"	"1,793"	675	598	227	597	227	598	221	819	545	274	-	-	-	-
19	臺中市	191313	私立曉明女中附設國中部	27	9	9	9	"1,398"	-	"1,398"	-	495	-	494	-	409	430	-	430	-	-	-	-
19	臺中市	191314	私立嶺東高中附設國中部	7	3	2	2	352	202	150	79	66	70	39	53	45	104	55	49	-	-	-	-
19	臺中市	191503	私立麗澤國中(小)	2	2	-	-	33	18	15	18	15	-	-	-	-	-	-	-	1	3	1	-
19	臺中市	193303	市立忠明高中附設國中部	30	11	10	9	878	459	419	171	151	156	146	132	122	268	131	137	-	-	-	-
19	臺中市	193313	市立西苑高中附設國中部	69	23	23	23	"2,179"	"1,187"	992	376	306	400	357	411	329	714	387	327	-	-	-	-
19	臺中市	193315	市立東山高中附設國中部	62	22	22	18	"2,055"	"1,062"	993	371	369	348	318	343	306	601	321	280	-	-	-	-
19	臺中市	193316	市立惠文高中附設國中部	33	10	12	11	"1,211"	582	629	198	188	206	235	178	206	340	148	192	-	-	-	-
19	臺中市	193501	市立居仁國中	89	27	31	31	"2,734"	"1,426"	"1,308"	395	393	502	441	529	474	"1,127"	603	524	57	149	5	11
19	臺中市	193502	市立雙十國中	44	15	14	15	"1,259"	589	670	211	223	181	224	197	223	427	213	214	25	77	2	7
19	臺中市	193504	市立崇倫國中	36	12	12	12	"1,078"	562	516	195	182	193	170	174	164	364	183	181	21	60	1	6
19	臺中市	193505	市立大德國中	27	9	9	9	789	396	393	106	133	140	135	150	125	277	150	127	16	48	1	6
19	臺中市	193506	市立北新國中	70	22	24	24	"2,036"	"1,044"	992	320	309	370	336	354	347	737	393	344	44	113	1	14
19	臺中市	193507	市立東峰國中	16	6	5	5	401	218	183	82	65	70	64	66	54	137	62	75	10	31	2	5
19	臺中市	193508	市立黎明國中	48	16	16	16	"1,326"	772	554	265	174	264	199	243	181	463	247	216	43	79	1	10
19	臺中市	193509	市立光明國中	71	24	24	23	"2,210"	"1,072"	"1,138"	354	357	377	409	341	372	820	421	399	49	118	1	13
19	臺中市	193510	市立向上國中	50	16	16	18	"1,410"	788	622	259	200	257	208	272	214	568	298	270	26	96	1	14
19	臺中市	193511	市立育英國中	32	11	11	10	888	461	427	154	155	168	152	139	120	294	150	144	20	57	1	6
19	臺中市	193512	市立四育國中	30	9	11	10	804	447	357	132	95	162	146	153	116	274	139	135	23	49	2	6
19	臺中市	193514	市立五權國中	60	19	20	21	"1,752"	853	899	263	267	286	296	304	336	763	383	380	33	105	2	13
19	臺中市	193516	市立中山國中	23	7	8	8	594	312	282	104	99	106	100	102	83	194	111	83	20	41	1	6
19	臺中市	193517	市立崇德國中	51	17	17	17	"1,887"	949	938	325	317	312	300	312	321	579	294	285	33	78	2	7
19	臺中市	193518	市立立人國中	46	15	15	16	"1,350"	701	649	225	209	254	228	222	212	464	235	229	28	74	2	9
19	臺中市	193519	市立漢口國中	36	12	12	12	"1,177"	610	567	213	182	186	173	211	212	414	232	182	22	66	1	6
19	臺中市	193520	市立安和國中	45	14	15	16	"1,296"	639	657	193	202	211	222	235	233	482	248	234	31	78	2	11
19	臺中市	193521	市立至善國中	38	13	12	13	"1,062"	532	530	187	176	171	176	174	178	362	187	175	19	71	1	6
19	臺中市	193522	市立萬和國中	40	15	13	12	"1,108"	584	524	197	204	198	161	189	159	377	184	193	26	67	2	8
19	臺中市	193523	市立大業國中	48	16	16	16	"1,778"	908	870	309	287	324	289	275	294	567	294	273	33	73	-	11
19	臺中市	193524	市立三光國中	33	10	12	11	923	478	445	137	131	168	164	173	150	379	212	167	20	54	-	8
19	臺中市	193525	市立四張犁國中	30	10	10	10	907	466	441	151	128	144	170	171	143	340	172	168	21	47	2	6
19	臺中市	193526	市立福科國中	49	16	17	16	"1,800"	924	876	303	286	307	292	314	298	551	292	259	26	88	2	7
19	臺中市	193527	市立大墩國中	36	12	12	12	"1,219"	633	586	203	179	218	210	212	197	356	182	174	25	53	1	6
20	嘉義市	201304	私立興華高中附設國中部	19	7	7	5	833	532	301	198	104	205	112	129	85	202	135	67	-	-	-	-
20	嘉義市	201310	私立嘉華高中附設國中部	14	4	5	5	570	404	166	111	60	148	51	145	55	162	104	58	-	-	-	-
20	嘉義市	201312	私立輔仁高中附設國中部	14	6	4	4	579	377	202	173	89	109	55	95	58	178	129	49	-	-	-	-
20	嘉義市	201313	私立宏仁女中附設國中部	12	4	4	4	447	-	447	-	146	-	145	-	156	139	-	139	-	-	-	-
20	嘉義市	203501	市立大業國中	35	11	12	12	"1,066"	585	481	177	153	201	156	207	172	409	226	183	31	49	3	9
20	嘉義市	203502	市立北興國中	77	25	27	25	"2,316"	"1,419"	897	449	266	506	323	464	308	956	560	396	57	125	1	15
20	嘉義市	203503	市立嘉義國中	51	17	18	16	"1,510"	55	"1,455"	17	467	26	530	12	458	560	17	543	28	91	2	10
20	嘉義市	203504	市立南興國中	23	8	8	7	691	375	316	126	127	130	102	119	87	183	96	87	17	38	1	7
20	嘉義市	203505	市立民生國中	68	21	24	23	"2,493"	"1,315"	"1,178"	414	360	452	432	449	386	840	430	410	48	109	1	11
20	嘉義市	203506	市立玉山國中	38	13	12	13	"1,170"	617	553	218	182	205	180	194	191	429	207	222	26	61	1	9
20	嘉義市	203507	市立蘭潭國中	23	8	8	7	666	604	62	204	23	209	17	191	22	252	235	17	20	44	3	6
20	嘉義市	203508	市立北園國中	20	7	7	6	613	329	284	117	99	114	106	98	79	168	108	60	16	30	1	6
21	臺南市	211301	私立長榮高中附設國中部	21	7	7	7	826	605	221	216	85	205	64	184	72	305	218	87	-	-	-	-
21	臺南市	211304	私立聖功女中附設國中部	27	9	9	9	"1,206"	-	"1,206"	-	408	-	406	-	392	393	-	393	-	-	-	-
21	臺南市	211310	臺南光華學校財團法人臺南市光華高中附設國中	3	1	1	1	71	21	50	9	17	6	17	6	16	15	9	6	-	-	-	-
21	臺南市	211315	私立瀛海高中附設國中部	23	8	8	7	"1,004"	666	338	244	125	238	109	184	104	248	166	82	-	-	-	-
21	臺南市	211317	私立崑山高中附設國中部	4	1	2	1	81	61	20	16	1	24	9	21	10	29	21	8	-	-	-	-
21	臺南市	211318	私立德光高中附設國中部	24	8	8	8	"1,061"	547	514	205	180	186	171	156	163	291	124	167	-	-	-	-
21	臺南市	211320	私立慈濟高中附設國中部	24	8	8	8	701	350	351	120	119	119	116	111	116	231	128	103	-	-	-	-
21	臺南市	213303	市立南寧高中附設國中部	21	8	7	6	600	312	288	117	113	99	97	96	78	193	105	88	-	-	-	-
21	臺南市	213316	市立土城高中附設國中部	16	5	6	5	453	250	203	84	47	90	85	76	71	165	87	78	-	-	-	-
21	臺南市	213501	市立後甲國中	91	29	29	33	"2,664"	"1,465"	"1,199"	459	375	471	369	535	455	"1,074"	604	470	44	145	3	13
21	臺南市	213502	市立忠孝國中	51	17	18	16	"1,476"	777	699	250	213	270	248	257	238	517	261	256	31	76	2	11
21	臺南市	213504	市立大成國中	39	14	12	13	"1,087"	565	522	202	177	171	161	192	184	357	188	169	23	62	1	7
21	臺南市	213505	市立金城國中	40	13	15	12	"1,113"	575	538	193	165	214	193	168	180	476	262	214	25	60	-	11
21	臺南市	213506	市立民德國中	77	27	26	24	"2,290"	"1,200"	"1,090"	398	366	412	371	390	353	753	368	385	41	118	4	9
21	臺南市	213507	市立成功國中	6	2	2	2	156	72	84	17	32	30	23	25	29	60	30	30	4	13	1	2
21	臺南市	213508	市立延平國中	18	7	6	5	434	217	217	72	84	76	77	69	56	116	65	51	12	30	1	6
21	臺南市	213509	市立建興國中	59	21	19	19	"1,761"	"1,213"	548	403	200	397	181	413	167	582	446	136	25	104	1	12
21	臺南市	213510	市立中山國中	42	14	16	12	"1,217"	390	827	140	259	149	295	101	273	248	37	211	23	59	1	8
21	臺南市	213511	市立安平國中	51	18	17	16	"1,488"	739	749	239	248	260	241	240	260	462	232	230	36	71	-	12
21	臺南市	213512	市立安南國中	44	15	15	14	"1,290"	694	596	220	214	237	202	237	180	410	208	202	25	66	2	9
21	臺南市	213513	市立安順國中	32	10	11	11	825	410	415	136	132	118	161	156	122	310	159	151	19	51	-	9
21	臺南市	213514	市立復興國中	95	35	32	28	"2,737"	"1,441"	"1,296"	522	445	488	467	431	384	841	440	401	51	148	2	12
21	臺南市	213515	市立新興國中	38	12	14	12	"1,058"	522	536	157	153	189	199	176	184	481	226	255	22	62	-	10
21	臺南市	213517	市立文賢國中	36	11	13	12	"1,051"	539	512	169	133	185	199	185	180	408	217	191	22	52	-	9
21	臺南市	213518	市立崇明國中	80	27	26	27	"2,281"	"1,227"	"1,054"	400	321	413	351	414	382	783	419	364	30	122	1	13
21	臺南市	213519	市立和順國中	35	12	12	11	"1,023"	515	508	151	177	193	162	171	169	398	201	197	21	53	2	7
21	臺南市	213520	市立海佃國中	44	15	15	14	"1,306"	687	619	228	205	234	223	225	191	363	193	170	23	67	3	6
30	臺北市	313301	市立西松高中附設國中部	23	7	8	8	528	297	231	86	61	109	89	102	81	208	118	90	-	-	-	-
30	臺北市	313302	市立中崙高中附設國中部	24	8	8	8	769	371	398	127	133	130	126	114	139	279	147	132	-	-	-	-
30	臺北市	313501	市立介壽國中	72	24	24	24	"2,165"	"1,189"	976	389	310	404	322	396	344	752	414	338	41	124	5	19
30	臺北市	313502	市立民生國中	30	10	10	10	933	468	465	145	146	166	164	157	155	324	165	159	26	48	1	14
30	臺北市	313504	市立中山國中	25	8	9	8	803	398	405	128	125	162	143	108	137	235	124	111	17	45	3	11
30	臺北市	313505	市立敦化國中	72	24	24	24	"2,487"	"1,331"	"1,156"	419	389	435	392	477	375	843	454	389	40	130	3	21
30	臺北市	323502	市立興雅國中	48	16	16	16	"1,540"	825	715	237	232	287	247	301	236	539	285	254	33	83	-	19
30	臺北市	323503	市立永吉國中	35	10	12	13	835	448	387	152	126	155	125	141	136	328	183	145	21	70	-	18
30	臺北市	323504	市立?公國中	36	12	12	12	"1,031"	536	495	187	168	165	185	184	142	325	173	152	26	61	2	16
30	臺北市	323505	市立信義國中	50	16	16	18	"1,266"	695	571	231	211	253	184	211	176	444	234	210	37	87	4	15
30	臺北市	330301	國立師大附中	21	7	7	7	641	327	314	114	99	111	100	102	115	215	100	115	-	-	-	-
30	臺北市	331301	私立延平中學附設國中部	27	9	9	9	"1,192"	755	437	252	153	267	137	236	147	389	255	134	-	-	-	-
30	臺北市	331304	私立復興高中(國中)	22	8	7	7	946	501	445	178	162	174	135	149	148	298	148	150	-	-	-	-
30	臺北市	331502	私立立人國中(小)	6	2	2	2	135	87	48	34	23	31	16	22	9	53	28	25	6	6	-	-
30	臺北市	333301	市立和平高中附設國中部	18	6	6	6	528	282	246	97	71	101	98	84	77	184	86	98	-	-	-	-
30	臺北市	333501	市立仁愛國中	82	27	27	28	"2,278"	"1,147"	"1,131"	345	389	411	377	391	365	791	394	397	46	139	5	18
30	臺北市	333502	市立大安國中	59	19	20	20	"1,562"	869	693	293	196	299	250	277	247	583	330	253	39	96	4	17
30	臺北市	333504	市立芳和國中	18	6	6	6	423	211	212	70	69	69	74	72	69	152	91	61	22	61	-	13
30	臺北市	333505	市立金華國中	80	27	26	27	"2,524"	"1,248"	"1,276"	389	413	447	440	412	423	909	486	423	43	148	3	21
30	臺北市	333506	市立懷生國中	24	8	8	8	727	369	358	117	105	113	135	139	118	256	115	141	18	44	1	13
30	臺北市	333507	市立民族國中	12	4	4	4	346	180	166	63	53	70	60	47	53	107	58	49	8	27	1	11
30	臺北市	333508	市立龍門國中	48	16	16	16	"1,574"	849	725	280	235	299	256	270	234	532	291	241	27	91	3	17
30	臺北市	343302	市立大同高中附設國中部	21	7	7	7	697	337	360	115	138	116	111	106	111	230	119	111	-	-	-	-
30	臺北市	343303	市立大直高中附設國中部	27	9	9	9	879	472	407	154	129	167	144	151	134	332	169	163	-	-	-	-
30	臺北市	343502	市立長安國中	32	10	11	11	752	398	354	124	98	132	139	142	117	308	172	136	23	57	2	13
30	臺北市	343504	市立北安國中	28	9	9	10	769	336	433	113	165	112	132	111	136	318	151	167	18	51	2	12
30	臺北市	343505	市立新興國中	17	5	6	6	362	200	162	63	51	65	63	72	48	115	61	54	15	37	3	11
30	臺北市	343506	市立五常國中	16	4	6	6	358	177	181	54	58	61	64	62	59	145	66	79	12	39	2	11
30	臺北市	343507	市立濱江國中	15	4	5	6	254	133	121	45	25	47	45	41	51	127	66	61	9	28	2	11
30	臺北市	351301	私立強恕中學附設國中部	1	1	-	-	7	5	2	5	2	-	-	-	-	3	2	1	-	-	-	-
30	臺北市	353501	市立螢橋國中	23	7	8	8	638	320	318	110	88	104	107	106	123	203	105	98	22	40	3	11
30	臺北市	353502	市立古亭國中	24	8	8	8	612	305	307	97	94	112	105	96	108	219	106	113	17	46	3	10
30	臺北市	353503	市立南門國中	53	17	18	18	"1,613"	804	809	275	269	258	263	271	277	538	286	252	29	97	1	18
30	臺北市	353504	市立弘道國中	54	18	18	18	"1,619"	839	780	259	248	289	260	291	272	571	297	274	38	87	2	19
30	臺北市	353505	市立中正國中	69	23	23	23	"2,330"	"1,253"	"1,077"	416	349	414	356	423	372	802	431	371	33	130	4	20
30	臺北市	361301	私立靜修女中附設國中部	9	3	3	3	296	92	204	25	74	38	68	29	62	85	25	60	-	-	-	-
30	臺北市	363302	市立成淵高中附設國中部	30	10	10	10	992	543	449	193	138	187	152	163	159	350	202	148	-	-	-	-
30	臺北市	363501	市立建成國中	31	10	10	11	807	395	412	93	118	158	148	144	146	350	174	176	27	50	-	15
30	臺北市	363502	市立忠孝國中	24	8	8	8	805	432	373	144	116	151	120	137	137	265	148	117	21	44	3	11
30	臺北市	363504	市立民權國中	26	9	8	9	742	393	349	122	125	124	119	147	105	237	127	110	18	52	3	11
30	臺北市	363506	市立蘭州國中	9	3	3	3	220	120	100	45	35	35	37	40	28	78	42	36	8	21	1	10
30	臺北市	363507	市立重慶國中	34	11	11	12	896	479	417	134	109	187	153	158	155	378	192	186	23	63	1	17
30	臺北市	371301	私立立人高中附設國中部	3	1	1	1	17	9	8	-	3	3	4	6	1	11	8	3	-	-	-	-
30	臺北市	373302	市立大理高中附設國中部	16	5	5	6	439	235	204	76	62	75	71	84	71	140	76	64	-	-	-	-
30	臺北市	373501	市立萬華國中	58	18	19	21	"1,489"	806	683	284	242	286	224	236	217	563	289	274	32	106	7	15
30	臺北市	373503	市立雙園國中	15	5	5	5	311	113	198	33	64	38	62	42	72	123	68	55	12	36	2	11
30	臺北市	373505	市立龍山國中	30	10	10	10	827	426	401	142	119	134	127	150	155	303	158	145	20	58	1	14
30	臺北市	380301	國立政大附中	15	5	5	5	468	240	228	79	80	76	80	85	68	158	84	74	-	-	-	-
30	臺北市	381301	私立東山中學附設國中部	37	13	12	12	"1,656"	"1,038"	618	374	211	323	217	341	190	524	344	180	-	-	-	-
30	臺北市	381304	私立再興中學附設國中部	22	8	7	7	979	564	415	217	142	171	143	176	130	307	198	109	-	-	-	-
30	臺北市	381305	私立景文高中附設國中部	9	3	3	3	349	210	139	63	48	73	45	74	46	126	85	41	-	-	-	-
30	臺北市	381501	私立靜心國中	18	6	6	6	802	411	391	130	140	135	134	146	117	262	139	123	14	24	2	6
30	臺北市	383302	市立萬芳高中附設國中部	34	11	11	12	"1,010"	553	457	196	133	189	163	168	161	350	179	171	-	-	-	-
30	臺北市	383501	市立木柵國中	30	10	10	10	882	458	424	133	133	163	145	162	146	302	154	148	29	48	4	11
30	臺北市	383502	市立實踐國中	43	14	14	15	"1,095"	547	548	169	175	212	169	166	204	390	206	184	21	87	3	15
30	臺北市	383503	市立北政國中	12	4	4	4	382	212	170	69	58	69	52	74	60	139	73	66	7	31	2	10
30	臺北市	383504	市立景美國中	41	14	13	14	"1,232"	618	614	213	194	208	201	197	219	455	230	225	24	76	5	13
30	臺北市	383505	市立興福國中	10	4	3	3	239	140	99	45	33	47	31	48	35	80	46	34	10	22	1	10
30	臺北市	383507	市立景興國中	53	17	18	18	"1,642"	884	758	257	249	314	254	313	255	586	321	265	31	95	1	20
30	臺北市	393301	市立南港高中附設國中部	29	10	10	9	890	474	416	148	148	172	144	154	124	292	138	154	-	-	-	-
30	臺北市	393501	市立誠正國中	43	14	14	15	"1,181"	620	561	211	168	203	222	206	171	420	198	222	35	70	5	12
30	臺北市	393503	市立成德國中	24	8	8	8	560	306	254	99	72	105	107	102	75	193	97	96	24	40	1	13
30	臺北市	400144	國立臺灣戲曲學院(國中)	15	5	5	5	301	98	203	39	69	31	69	28	65	98	30	68	-	-	-	-
30	臺北市	401302	私立方濟中學附設國中部	7	2	2	3	230	189	41	69	13	55	12	65	16	96	77	19	-	-	-	-
30	臺北市	401303	私立達人女中附設國中部	17	6	6	5	740	-	740	-	270	-	261	-	209	208	-	208	-	-	-	-
30	臺北市	403501	市立內湖國中	49	16	16	17	"1,257"	676	581	218	174	239	220	219	187	460	206	254	34	84	3	16
30	臺北市	403502	市立麗山國中	63	21	21	21	"2,186"	"1,175"	"1,011"	379	344	379	357	417	310	717	370	347	33	117	2	21
30	臺北市	403503	市立三民國中	35	10	12	13	790	421	369	120	109	147	131	154	129	333	180	153	23	65	1	17
30	臺北市	403504	市立西湖國中	18	6	6	6	409	225	184	63	48	90	72	72	64	153	90	63	12	34	-	13
30	臺北市	403505	市立東湖國中	54	18	18	18	"1,722"	898	824	301	272	316	262	281	290	608	329	279	37	92	2	17
30	臺北市	403506	市立明湖國中	60	20	20	20	"1,984"	"1,049"	935	317	315	369	309	363	311	694	352	342	41	103	2	19
30	臺北市	411302	私立衛理女中附設國中部	18	6	6	6	728	-	728	-	257	-	248	-	223	222	-	222	-	-	-	-
30	臺北市	411303	私立華興中學附設國中部	21	7	7	7	927	562	365	187	128	192	120	183	117	299	188	111	-	-	-	-
30	臺北市	413301	市立陽明高中	18	6	6	6	614	347	267	112	94	113	89	122	84	171	106	65	-	-	-	-
30	臺北市	413302	市立百齡高中	42	14	14	14	"1,259"	674	585	217	210	228	195	229	180	415	197	218	-	-	-	-
30	臺北市	413501	市立士林國中	50	16	17	17	"1,324"	687	637	212	209	244	217	231	211	546	288	258	34	86	2	18
30	臺北市	413502	市立蘭雅國中	51	17	16	18	"1,421"	740	681	245	232	250	233	245	216	546	284	262	29	97	3	16
30	臺北市	413504	市立至善國中	9	3	3	3	180	95	85	32	33	34	23	29	29	61	37	24	12	17	5	6
30	臺北市	413505	市立格致國中	8	2	3	3	125	71	54	21	12	28	16	22	26	48	26	22	12	16	3	7
30	臺北市	413506	市立福安國中	10	3	3	4	200	121	79	44	28	45	26	32	25	46	27	19	13	20	2	8
30	臺北市	413508	市立天母國中	60	20	20	20	"1,806"	999	807	297	272	347	264	355	271	634	319	315	40	100	6	15
30	臺北市	421301	私立薇閣高中附設國中部	35	13	11	11	"1,575"	831	744	302	283	260	235	269	226	484	250	234	-	-	-	-
30	臺北市	421501	私立奎山國中	6	2	2	2	192	108	84	37	31	32	30	39	23	54	32	22	7	6	2	3
30	臺北市	423501	市立北投國中	60	19	20	21	"1,554"	776	778	225	250	264	257	287	271	598	317	281	48	95	2	19
30	臺北市	423502	市立新民國中	18	5	7	6	365	213	152	72	54	68	48	73	50	138	72	66	15	37	1	13
30	臺北市	423503	市立明德國中	61	19	20	22	"1,630"	828	802	253	244	289	273	286	285	651	332	319	29	110	6	16
30	臺北市	423504	市立桃源國中	14	5	4	5	429	249	180	93	55	78	64	78	61	132	59	73	17	25	3	10
30	臺北市	423505	市立石牌國中	87	29	29	29	"2,861"	"1,511"	"1,350"	497	465	499	485	515	400	983	503	480	53	146	8	16
30	臺北市	423506	市立關渡國中	9	3	3	3	313	162	151	52	63	55	50	55	38	96	55	41	13	17	2	9
50	高雄市	513501	市立鹽埕國中	30	9	11	10	839	429	410	137	115	165	147	127	148	305	155	150	17	55	2	7
50	高雄市	521301	私立明誠高中附設國中部	16	6	5	5	562	322	240	121	101	96	79	105	60	170	97	73	-	-	-	-
50	高雄市	521303	私立大榮高中附設國中部	3	1	1	1	70	37	33	14	11	9	12	14	10	17	11	6	-	-	-	-
50	高雄市	523301	市立鼓山高中附設國中部	23	7	7	9	626	319	307	92	110	115	93	112	104	209	107	102	-	-	-	-
50	高雄市	523502	市立壽山國中	15	5	5	5	355	167	188	64	67	47	65	56	56	122	57	65	16	28	1	7
50	高雄市	523503	市立明華國中	54	18	18	18	"1,820"	939	881	295	290	318	306	326	285	636	315	321	29	91	1	12
